,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1375,a,a,GO:0034599,cellular response to oxidative stress,27/1567,243/28891,0.000342605825308562,0.00146211707848047,0.000744618517168236,Aif1/Alox5/Ambp/Bmp4/Btk/Cpeb2/Ddias/Ddr2/Ect2/Edn1/Epas1/Etv5/Fancd2/Fbln5/Gch1/Hgf/Hk3/Nr4a2/Pawr/Pdgfrb/Plekha1/Sirpa/Smpd3/Snca/Sod1/Stx2/Tnfaip3,27
1378,a,a,GO:0035640,exploration behavior,9/1567,42/28891,0.000347900845591078,0.00148148197527464,0.000754480559646377,Agtr2/Atp1a2/Atxn3/Brinp1/Chrd/Chrna4/Jph3/Lsamp/Nog,9
1380,a,a,GO:0030203,glycosaminoglycan metabolic process,15/1567,101/28891,0.000352798932277724,0.00149874842373677,0.00076327391651216,Angpt1/Arsb/Dse/Ednrb/Foxc1/Has3/Hmmr/Il15/Itih2/Lyve1/Ndst1/Pdgfrb/Smpd3/Tgfb1/Tnfaip6,15
1393,a,a,GO:0043576,regulation of respiratory gaseous exchange,7/1567,26/28891,0.000359907237442806,0.00151393237943683,0.000771006713525845,Atp1a2/Nlgn3/Nr4a2/Phox2a/Phox2b/Slc5a3/Tshz3,7
1402,a,a,GO:1990849,vacuolar localization,15/1567,102/28891,0.0003932107030267,0.00164576348456539,0.000838144895181921,Btk/Cd300a/Cd84/Chga/Cplx2/Fcer1g/Foxf1/Gata1/Gata2/Kif1b/Lyn/Milr1/Myh9/Rac2/Slc18a2,15
1406,a,a,GO:0050818,regulation of coagulation,12/1567,71/28891,0.000405384333891173,0.00169068604923483,0.000861022798725948,Adamts18/Dmtn/Emilin2/F2r/F2rl1/Kng2/Plaur/Prkg1/Serpine2/Serpinf2/Thbd/Vtn,12
1415,a,a,GO:0042593,glucose homeostasis,31/1567,298/28891,0.000417483986850714,0.00173130461826148,0.000881708788297695,Alox5/Arrb1/Birc5/C1qtnf3/C2cd2l/Camk2n1/Cftr/Dbh/Efna5/Enpp1/Fgfr4/Foxa3/Foxk1/G6pc2/Gpr39/Gpx1/Hk3/Hkdc1/Hmga1/Icam1/Igfbp5/Lin28a/Mcu/Myh9/Nucks1/Pde3b/Pik3r1/Ppp3ca/Rbp4/Trem2/Vcam1,31
1416,a,a,GO:0031128,developmental induction,9/1567,43/28891,0.000419021158918341,0.0017321389344363,0.000882133684006861,Bmp4/Dkk1/Fgf10/Fgfr4/Gata5/Robo1/Sox9/Spry1/Wnt2,9
1460,a,a,GO:0070085,glycosylation,25/1567,225/28891,0.000557057242552425,0.0022389122597929,0.00114022026792093,Acer2/Alg10b/Alg11/B3gnt5/B4galnt1/B4galnt2/B4galt6/C1galt1c1/Galnt10/Galnt16/Galnt2/Galnt3/Gcnt1/Ggta1/Gxylt1/Il15/Mgat4a/Serpina1b/Slc39a8/St3gal2/St8sia2/St8sia3/St8sia4/Tet3/Tmtc2,25
1478,a,a,GO:0050777,negative regulation of immune response,26/1567,239/28891,0.000602688423933377,0.00239178277177343,0.00121807327683865,Ahr/Aurkb/Ccr1/Cd300a/Cd84/Col3a1/Dtx4/Dusp10/Enpp3/Fgl2/Foxf1/Gpx1/Hlx/Inpp5d/Lilrb4a/Nckap1l/Npy/Ptprc/Samsn1/Spi1/Svep1/Tgfb1/Tnfaip3/Trem2/Usp15/Zbtb7b,26
1479,a,a,GO:0035825,homologous recombination,11/1567,64/28891,0.000602836864255777,0.00239178277177343,0.00121807327683865,Ankle1/Bard1/Brip1/Eme1/Fancd2/Rad51/Rad51ap1/Rad54b/Rad54l/Rbbp8/Top2a,11
1492,a,a,GO:0051235,maintenance of location,36/1567,373/28891,0.000627426648605159,0.00246765386998329,0.0012567124702907,Ank2/Aspm/B4galnt1/Bard1/Ces1d/Chrd/Coro1a/Enpp1/F2r/Gp1bb/Gpr39/Gpsm2/Hap1/Hrc/Hspa5/Insig1/Itgb3/Jph2/Jph3/Ltbp1/Lyn/Msr1/Nrg1/Nrros/Os9/P2ry6/Pafah1b1/Plce1/Ptprc/Snca/Sqle/Stard4/Tacc3/Tgfb1/Tgfb2/Trem2,36
1494,a,a,GO:0002437,inflammatory response to antigenic stimulus,15/1567,107/28891,0.000660125330595325,0.00259104711701228,0.00131955346844579,Btk/Cd24a/Cd68/Cysltr1/Enpp1/Fcer1g/Fcgr1/Fcgr3/Gpx1/Hmgb2/Icam1/Lilrb4a/Notch1/Npy/Trem2,15
1508,a,a,GO:0014047,glutamate secretion,8/1567,37/28891,0.000692279344314997,0.00269026171684795,0.00137008090520061,Adora2a/Avpr1a/Bdnf/Grin2b/Kcnj8/Ntrk2/Snca/Syt4,8
1528,a,a,GO:0033555,multicellular organismal response to stress,16/1567,120/28891,0.000776500440510913,0.00298200561840186,0.00151865854960766,Asic1/Atp1a2/Bdnf/Brinp1/Dbh/Ednrb/Gch1/Grik2/Grin2b/Lrp11/Mdk/Mef2c/Ncam1/Nr4a2/Ppp3ca/Ret,16
1531,a,a,GO:0022406,membrane docking,13/1567,87/28891,0.000804619800856208,0.00308393794345149,0.00157057005371843,Bves/Cftr/Exoc6/Gnao1/Ncam1/Plek/Rab8b/Stx16/Stx2/Stx3/Syt1/Sytl2/Vapa,13
1562,a,a,GO:0072537,fibroblast activation,6/1567,22/28891,0.000886632156319838,0.00333083066151396,0.00169630614717435,Acta2/Ddr2/Myocd/Pdgfrb/Rps6ka1/Zeb2,6
1570,a,a,GO:0140895,cell surface toll-like receptor signaling pathway,11/1567,67/28891,0.00089802638547292,0.00335644511462108,0.00170935092749421,Arf6/Cd14/F2rl1/Lyn/Pik3r1/Ticam2/Tlr4/Tnfaip3/Traf6/Trem2/Tril,11
1575,a,a,GO:0022404,molting cycle process,16/1567,122/28891,0.000930660453677197,0.00346517483640723,0.00176472417044454,Barx2/Dkk1/Fgf10/Foxq1/Gal/Gnas/Igfbp5/Lama5/Lrp4/Mreg/Notch1/Shh/Sox9/Tfap2c/Tgfb2/Zdhhc21,16
1576,a,a,GO:0022405,hair cycle process,16/1567,122/28891,0.000930660453677197,0.00346517483640723,0.00176472417044454,Barx2/Dkk1/Fgf10/Foxq1/Gal/Gnas/Igfbp5/Lama5/Lrp4/Mreg/Notch1/Shh/Sox9/Tfap2c/Tgfb2/Zdhhc21,16
1592,a,a,GO:0006814,sodium ion transport,27/1567,262/28891,0.00109316189240949,0.0040293178295596,0.00205202764648938,Adrb2/Asic1/Atp1a2/Atp1a3/Cftr/Cpox/Edn1/Ednrb/Fgf14/Fxyd5/Gnas/Hecw2/Klhl24/Nkain3/Serpine2/Sgk1/Sik1/Slc10a4/Slc17a4/Slc20a1/Slc22a4/Slc23a1/Slc5a3/Slc6a15/Slc9a6/Slc9a9/Tgfb1,27
1629,a,a,GO:0051014,actin filament severing,5/1567,16/28891,0.0012315353666568,0.00441996913244166,0.00225097627937464,Fmnl1/Gmfb/Gmfg/Myh9/Vil1,5
1638,a,a,GO:0043413,macromolecule glycosylation,22/1567,199/28891,0.00123812774505151,0.00443549060315157,0.00225888096407766,Acer2/Alg10b/Alg11/B3gnt5/B4galnt2/C1galt1c1/Galnt10/Galnt16/Galnt2/Galnt3/Gcnt1/Gxylt1/Il15/Mgat4a/Serpina1b/Slc39a8/St3gal2/St8sia2/St8sia3/St8sia4/Tet3/Tmtc2,22
1642,a,a,GO:0062012,regulation of small molecule metabolic process,36/1567,389/28891,0.00132862909300039,0.00474571366701548,0.00241686956923492,Acmsd/Aqp8/Avpr1a/Bcl2l1/C1qtnf3/Ces1d/Creb1/Dab2/Epm2aip1/Fgfr4/Foxk1/Insig1/Irs2/Ldlr/Lpgat1/Myc/Myh9/Nupr1/P2ry1/P2ry6/Pid1/Plek/Pmaip1/Prox1/Pth1r/Sik1/Slc4a1/Snca/Sod1/Soga1/Sorbs1/Sox9/Star/Stard4/Trem2/Trib3,36
1676,a,a,GO:0140928,inhibition of non-skeletal tissue mineralization,4/1567,10/28891,0.00139033165395774,0.00485622984846669,0.00247315261001631,Adora2a/Creb1/Enpp1/Nt5e,4
1696,a,a,GO:0009612,response to mechanical stimulus,21/1567,189/28891,0.00148192157136584,0.00512730883300399,0.00261120614517604,Ankrd1/Atp1a2/Cnn2/Col11a1/Col1a1/Cxcl12/Foxp2/Grin2b/Lrp11/Mdk/Mkx/Myc/P2ry1/Pawr/Pde2a/Piezo2/Serpine2/Slitrk6/Sox9/Tifab/Tlr4,21
1701,a,a,GO:0006261,DNA-templated DNA replication,18/1567,152/28891,0.00153487239063551,0.00529434470925908,0.00269627320876593,Bard1/Ccne1/Ccne2/Cdc45/Dbf4/E2f7/Eme1/Fam111a/Fbxo5/Gen1/Mcm10/Nucks1/Polq/Rad51/Rbbp8/Rfc4/Rfc5/Tk1,18
1714,a,a,GO:0060263,regulation of respiratory burst,5/1567,17/28891,0.00166725322977398,0.00568144131957823,0.00289341152841147,Camk1d/Clec7a/Dusp10/Ncf1/Rac2,5
1758,a,a,GO:0060964,regulation of miRNA-mediated gene silencing,7/1567,34/28891,0.00201319902122547,0.00671600446648724,0.00342028785569499,Bmp4/Lin28a/Lin28b/Nr2f1/Tgfb1/Tnrc6c/Trim71,7
1764,a,a,GO:0060759,regulation of response to cytokine stimulus,18/1567,156/28891,0.00205579329182246,0.00683865931769512,0.00348275280790307,Angpt1/Casp1/Ccdc3/Cd24a/Csf1/Ecm1/Edn1/F2rl1/Laptm5/Lsm14a/Padi2/Pafah1b1/Ptprc/Robo1/Slit3/Ticam2/Tlr4/Trem2,18
1800,a,a,GO:0001504,neurotransmitter uptake,8/1567,44/28891,0.0022700503891506,0.00735118396654786,0.00374376839253568,Atp1a2/Itgb3/Slc18a1/Slc18a2/Slc22a3/Slc29a4/Snca/Syngr3,8
1801,a,a,GO:0002021,response to dietary excess,8/1567,44/28891,0.0022700503891506,0.00735118396654786,0.00374376839253568,Adrb2/Clic5/Enpp1/Gpr39/Pcsk1n/Sct/Sgip1/Tbl1xr1,8
1804,a,a,GO:0051438,regulation of ubiquitin-protein transferase activity,8/1567,44/28891,0.0022700503891506,0.00735118396654786,0.00374376839253568,Fbxo5/Fem1b/Mad2l1/Mastl/Plk1/Trib1/Trib3/Ube2s,8
1813,a,a,GO:0098743,cell aggregation,6/1567,26/28891,0.00227125026096647,0.00735118396654786,0.00374376839253568,Barx2/Col11a1/Col2a1/Ror2/Sox9/Tgfb2,6
1831,a,a,GO:0019882,antigen processing and presentation,16/1567,134/28891,0.00250600068369556,0.00803124632000302,0.00409010660899232,Cd68/Ctss/Fcer1g/Fcgr1/Fcgr3/Fgl2/H2-T24/Icam1/Psmb8/Rab32/Rab8b/Rftn1/Slc11a1/Traf6/Trem2/Was,16
1844,a,a,GO:0043401,steroid hormone mediated signaling pathway,15/1567,123/28891,0.00274150720642563,0.00872405872413537,0.00444293809740974,Bdnf/Dab2/Esrrg/Heyl/Hmga2/Isl1/Lbh/Nkx3-1/Ntrk2/Padi2/Pias2/Rbfox2/Sfrp1/Sgk1/Zmiz1,15
1898,a,a,GO:0019439,aromatic compound catabolic process,40/1567,467/28891,0.00307337760004788,0.00950188606800895,0.0048390655019333,Acmsd/Alkbh5/Apobec1/Cnot6/Dbh/Dnase1l3/Elavl4/Enpp1/Enpp3/Entpd7/Fen1/Gata5/Hnrnpa0/Hnrnpab/Igf2bp1/Khsrp/Lin28a/Lin28b/Moxd1/Nanos1/Ncf1/Ncf2/Nt5e/Nudt4/Pde2a/Pde9a/Pkp3/Samd4/Slc11a1/Slfn14/Slfn2/Slfn9/Srsf1/Tardbp/Tet3/Tnfrsf1b/Tnrc6b/Tnrc6c/Trim71/Ugt1a7c,40
1903,b,b,GO:0043087,regulation of GTPase activity,58/1312,345/28891,5.48414175073321e-18,3.04040818660649e-14,2.05568723940642e-14,Abr/Agrn/Ajuba/Akt2/Als2/Arap3/Arhgap17/Arhgef16/Arhgef26/Arhgef5/Arhgef7/Arrb2/Asap2/Cblb/Ccl4/Coro1c/Crkl/Dennd1a/Dock8/Dock9/Dvl2/Evi5l/Foxj1/Gpsm1/Iqgap2/Lrch1/Mapre2/Mlst8/Mtor/Myo9b/Nedd9/Net1/Plxna2/Plxnd1/Prex1/Ralgps2/Rangap1/Rap1a/Rgma/Scrib/Sema4d/Sgsm1/Sgsm3/Sh3bp4/Sipa1l1/Sipa1l3/Slc27a4/Smcr8/Snx18/Snx9/Tbc1d1/Tbc1d20/Tbc1d22b/Tbc1d2b/Tbc1d9/Tns3/Tsc1/Tsc2,58
1905,b,b,GO:0044772,mitotic cell cycle phase transition,58/1312,454/28891,1.34529419844535e-12,2.48610367872702e-09,1.68090969847856e-09,Acvr1b/Ambra1/Anapc1/Bcl7a/Blm/Calm3/Camk2d/Ccnd3/Ccnf/Ccnjl/Cdc20/Cdc25b/Cdc6/Cdc7/Clasp1/Ctdp1/Cul4b/Ddb1/Donson/Dpf3/E2f3/Eif4g1/Ercc2/Foxo4/Fzr1/Hinfp/Incenp/Iqgap3/Kdm8/Lmnb1/Men1/Miip/Nfatc1/Orc1/Pidd1/Pkd1/Plk3/Pole/Ppm1d/Ptpn6/Rbl1/Rbm38/Rcc1/Rfwd3/Rrm1/Sin3a/Smarcc1/Smarcc2/Smarcd1/Smarcd2/Taok2/Tcf3/Ticrr/Ube2c/Usp29/Usp47/Xrcc3/Zfp36l1,58
1906,b,b,GO:0007015,actin filament organization,59/1312,471/28891,1.98503915867438e-12,2.75126427392269e-09,1.86019064316828e-09,Abl1/Actn4/Arhgap17/Arhgap28/Arhgef5/Bag4/Bcar1/Cap1/Cd2ap/Cdc42ep1/Clasp1/Coro1c/Cotl1/Elmo2/Fhod1/Flna/Gas2l1/Gba2/Hip1/Hip1r/Inppl1/Iqgap2/Iqgap3/Lima1/Limk1/Marcksl1/Mlst8/Mtor/Myh10/Myo7a/Nf2/Nostrin/Pakap/Pdxp/Phldb2/Plekhg2/Plekhh2/Pls3/Ppm1f/Ppp1r9b/Prex1/Prkci/Ptger4/Pxn/Rhobtb1/Rhobtb2/Rhof/Samd14/Sh3kbp1/Sh3pxd2b/Shroom3/Shroom4/Slit2/Snx9/Sorbs3/Ssh1/Tpm2/Tsc1/Vasp,59
1907,b,b,GO:0031589,cell-substrate adhesion,50/1312,368/28891,4.92472070828013e-12,4.14192314713722e-09,2.80044587357706e-09,Abl1/Actn4/Adam15/Adam8/Adam9/Adamts9/Ajuba/Axl/Bcar1/Bcl2l11/Camsap3/Cd36/Clasp1/Col13a1/Coro1c/Crkl/Dag1/Ddr1/Dnm2/Dock1/Emilin1/Fbln1/Flna/Itga5/Itga7/Ldb1/Lrp1/Men1/Mink1/Mmp14/Nedd9/Nid2/Parvb/Pcsk5/Phldb2/Pkp2/Ppard/Ppm1f/Prex1/Ptpn11/Pxn/Sorbs3/Spock2/Spp1/St6gal1/Ston1/Taok2/Triobp/Tsc1/Tyro3,50
1908,b,b,GO:0006417,regulation of translation,54/1312,418/28891,5.17522010440233e-12,4.14192314713722e-09,2.80044587357706e-09,Ago2/Ajuba/Akt2/Caprin1/Casc3/Celf1/Cnot3/Cyp1b1/Dapk1/Dcp1a/Dcp2/Eif2ak1/Eif2ak3/Eif2b5/Eif3b/Eif4ebp2/Eif4g1/Eif4g2/Elavl1/Fxr2/Gspt1/Habp4/Hnrnpu/Ifrd2/Igf2bp2/Igf2bp3/Khdrbs1/Mknk2/Mtor/Ncbp1/Nhlrc3/Pabpc1/Pcif1/Pelo/Per1/Per2/Pld1/Ppp1r15b/Prkca/Prkch/Pus7/Rara/Rpl5/Scrib/Syncrip/Tcof1/Tsc1/Uhmk1/Unk/Ybx1/Ythdf3/Zar1/Zfp36l1/Zfp385a,54
1909,b,b,GO:0034248,regulation of amide metabolic process,59/1312,482/28891,5.22970094335508e-12,4.14192314713722e-09,2.80044587357706e-09,Abca7/Ago2/Ajuba/Akt2/Caprin1/Casc3/Celf1/Cnot3/Cyp1b1/Dapk1/Dcp1a/Dcp2/Eif2ak1/Eif2ak3/Eif2b5/Eif3b/Eif4ebp2/Eif4g1/Eif4g2/Elavl1/Fxr2/Gga3/Gspt1/Habp4/Hnrnpu/Ifrd2/Igf2bp2/Igf2bp3/Khdrbs1/Mknk2/Mlst8/Mtor/Ncbp1/Nhlrc3/Pabpc1/Pcif1/Pelo/Per1/Per2/Pld1/Ppp1r15b/Prkca/Prkch/Pus7/Rara/Rpl5/Rtn1/Scrib/Sorl1/Syncrip/Tcof1/Tsc1/Uhmk1/Unk/Ybx1/Ythdf3/Zar1/Zfp36l1/Zfp385a,59
1910,b,b,GO:0034504,protein localization to nucleus,47/1312,335/28891,6.86033100086088e-12,4.75420938359659e-09,3.214426143956e-09,Abca7/Adar/Atp13a2/Card10/Cd2ap/Cd36/Ciz1/Cse1l/E2f3/Eif2ak3/Elavl1/Flna/Hnrnpu/Htt/Ipo8/Ipo9/Jak1/Kpna3/Kpna6/Kpnb1/Lmnb1/Lmnb2/Lzts2/Msx1/Mtor/Nf2/Nup133/Nup155/Nup188/Nup214/Otud7b/Psen1/Ptpn5/Ranbp2/Rangap1/Rrs1/Sin3a/Spg11/Stk11/Sun2/Syk/Tnpo1/Tnpo2/Tsc2/Tyk2/Uaca/Zbtb7a,47
1911,b,b,GO:0030010,establishment of cell polarity,31/1312,170/28891,3.44221280607861e-11,2.08261045894484e-08,1.4080990059054e-08,Abl1/Camsap3/Clasp1/Crb2/Crkl/Dctn1/Dock8/Fbxw11/Foxj1/Frmd4b/Golph3/Gpsm1/Htt/Llgl2/Map2/Msn/Myo18a/Myo9b/Numa1/Pard3/Phldb2/Pkd1/Prkci/Rab10/Scrib/Sipa1l3/Stk11/Syne4/Tsc2/Vangl2/Wee1,31
1912,b,b,GO:0007264,small GTPase mediated signal transduction,53/1312,428/28891,4.09788644279156e-11,2.08261045894484e-08,1.4080990059054e-08,Abl1/Als2/Arfgap1/Arfgef2/Arhgap17/Arhgap28/Arhgap33/Arhgdia/Arhgef7/Auts2/Brap/Camk2d/Cbl/Ccdc88c/Cd2ap/Cdc42bpa/Cdc42ep1/Cdc42se1/Dennd1a/Dennd4b/Dhcr24/Dnm2/Dock1/Dock4/Dock8/Dock9/Dok1/Dok4/Ednra/F2rl2/Icmt/Iqgap3/Itsn1/Kpnb1/Mapre2/Myo9b/Net1/Phactr4/Rab35/Racgap1/Ralgps2/Rap1a/Rgl2/Rhobtb1/Rhobtb2/Rhof/Sh2b2/Sipa1l1/Sipa1l3/Slit2/Tns3/Tsc2/Vangl2,53
1913,b,b,GO:0060485,mesenchyme development,44/1312,316/28891,4.13216360901754e-11,2.08261045894484e-08,1.4080990059054e-08,Adam15/Adam8/Akna/Bcl9l/Clasp1/Coro1c/Crb2/Cul7/Dag1/Dchs1/Ddx17/Ednra/Efnb1/Fgfr1/Flna/Gata4/Hdac2/Hpn/Htt/Ldlrad4/Megf8/Msx1/Mtor/Nfatc1/Nrtn/Nup133/Phactr4/Phldb1/Phldb2/Rbpj/Robo2/Sema4c/Sema4d/Sema4f/Snai1/Spred2/Tcof1/Tead2/Tgfbr3/Trim62/Tsc2/Vangl2/Zfp36l1/Zfp703,44
1914,b,b,GO:0001667,ameboidal-type cell migration,56/1312,471/28891,5.69519155749628e-11,2.63117849956328e-08,1.77899799440739e-08,Abl1/Actn4/Acvr1b/Adam8/Adam9/Adamts9/Adipor2/Ago2/Atoh8/Bag4/Bcar1/Cap1/Card10/Clasp1/Coro1c/Crb2/Cyp1b1/Dock1/Ednra/Efnb1/Fgfr1/Gab2/Gpi1/Hdac5/Lcn2/Lrp5/Mapre2/Megf8/Mtor/Nrtn/Paxip1/Phactr4/Pkn1/Pkn3/Plcg1/Plcg2/Plxnd1/Pmp22/Ppard/Ppm1f/Prkca/Ptpn11/Ptpn23/Pxn/Rffl/Sema4c/Sema4d/Sema4f/Slit2/Snai1/Tgfbr3/Tns1/Tns3/Tpbg/Tsc2/Ythdf3,56
1915,b,b,GO:0006338,chromatin remodeling,57/1312,489/28891,8.35027672818401e-11,3.56107186008093e-08,2.40771946794034e-08,Bahd1/Baz2a/Bcl7a/Bend3/Brpf1/Cenpi/Chaf1a/Chd1/Chd3/Chd7/Ddb1/Ddx23/Dnmt1/Dot1l/Dpf3/Ehmt1/Ercc6/Gatad2b/Glyr1/Hcfc1/Hdac2/Hnrnpu/Hp1bp3/Kdm2b/Kdm4b/Kdm5c/Lmnb1/Lmnb2/Mcm2/Mcm3ap/Men1/Mthfr/Paxip1/Pcgf3/Per1/Per2/Phf2/Ppm1d/Sart3/Setd1a/Sin3a/Smarcc1/Smarcc2/Smarcd1/Smarcd2/Snai1/Ss18/Supt6/Suv39h1/Suv39h2/Tcf3/Tspyl4/Tspyl5/Wbp2/Wdhd1/Zbtb7a/Zfp335,57
1916,b,b,GO:0021915,neural tube development,33/1312,198/28891,9.8772685483192e-11,3.65309700206618e-08,2.46993970235393e-08,Abl1/Ambra1/Apaf1/Brpf1/C2cd3/Dchs1/Dvl2/Fkbp8/Fzd1/Gli2/Ift140/Ipmk/Kdm2b/Med12/Mthfr/Nup133/Opa1/Phactr4/Plxna2/Psen1/Ptch1/Rara/Rgma/Sall2/Scrib/Sema4c/Shroom3/Tead2/Tsc1/Tsc2/Vangl2/Vasp/Zfp36l1,33
1917,b,b,GO:0031331,positive regulation of cellular catabolic process,46/1312,349/28891,9.88392046013576e-11,3.65309700206618e-08,2.46993970235393e-08,Abcd2/Adam8/Adam9/Adcy10/Ago2/Akt2/Ambra1/Atg2a/Bcl2l11/Caprin1/Celf1/Cnot3/Dapk1/Dcp1a/Dcp2/Depdc5/Dxo/Fxr2/Gpsm1/Hnrnpu/Htt/Mlst8/Mtor/Pabpc1/Pip4k2a/Pip4k2b/Pip4k2c/Plk3/Psen1/Rgma/Sh3bp4/Smcr8/Snx18/Snx30/Snx9/Stk11/Syncrip/Tpcn1/Trim6/Tsc1/Tsc2/Ybx1/Ythdf3/Zc3h18/Zfp36l1/Zswim8,46
1923,b,b,GO:0034329,cell junction assembly,55/1312,481/28891,3.67605283990169e-10,9.69372534332557e-08,6.55414216366339e-08,Abl1/Actn4/Adgrl1/Adgrl3/Agrn/Ajuba/Arvcf/Camsap3/Cdh24/Cdh3/Cdh9/Clasp1/Clstn3/Coro1c/Crkl/Dlg4/Efnb1/Efnb3/Eif4g1/Fzd1/Itga5/Ldb1/Lrfn1/Lrp1/Lrrn3/Mmp14/Nphp4/Numb/Pard3/Phldb2/Pkp2/Plxnd1/Pmp22/Ppm1f/Prkca/Prkch/Ptpn11/Ptprs/Pxn/Rap1a/Sdk2/Sema4d/Shank2/Sipa1l1/Slit2/Slitrk1/Snai1/Ston1/Taok2/Tln1/Tns1/Tpbg/Tsc1/Zdhhc2/Zfp703,55
1924,b,b,GO:0032970,regulation of actin filament-based process,49/1312,402/28891,3.84671640608158e-10,9.69372534332557e-08,6.55414216366339e-08,Abl1/Adcy10/Arhgap17/Arhgap28/Arhgef5/Atp1a1/Bag4/Cd2ap/Cdc42ep1/Cdk5r1/Clasp1/Cotl1/Ctnna3/Dsc2/Dsp/Fhod1/Flna/Gata4/Gba2/Hdac2/Hip1r/Iqgap2/Lima1/Limk1/Lrp1/Mlst8/Mtor/Nedd9/Nf2/Pard3/Pdxp/Phldb2/Pkp2/Plekhg2/Plekhh2/Ppm1f/Prex1/Ptger4/Pxn/Sh3pxd2b/Slc4a2/Slit2/Snx9/Sorbs3/Ssh1/Taok2/Tsc1/Vangl2/Vasp,49
1926,b,b,GO:0051402,neuron apoptotic process,46/1312,369/28891,6.3461051488534e-10,1.46595028938514e-07,9.91161422590656e-08,Abl1/Adam8/Adcy10/Agrn/Akt2/Ambra1/Apaf1/Arrb2/Atn1/Axl/Bbc3/Bcl2l11/Cdc34/Cdk5r1/Cebpb/Cln8/Elk1/Faim2/Fgfr3/Fzd1/Gpi1/Hipk2/Htt/Hyou1/Itsn1/Kdm2b/Lcn2/Lrp1/Map2k7/Map3k11/Map3k12/Mtor/Nfatc4/Nppc/Ntf5/Pcdhgc3/Pcdhgc5/Plxnd1/Prkci/Psen1/Ptpn5/Sarm1/Spg11/Tnfrsf21/Tox3/Tyro3,46
1927,b,b,GO:0006401,RNA catabolic process,40/1312,297/28891,8.58610478004467e-10,1.88489145223471e-07,1.27441681123411e-07,Ago2/Caprin1/Casc3/Celf1/Cnot3/Csdc2/Dcp1a/Dcp2/Dis3l/Dna2/Dxo/Edc3/Edc4/Elavl1/Fastk/Fxr2/Gspt1/Gtpbp2/Hnrnpu/Igf2bp2/Igf2bp3/Mtor/Naf1/Ncbp1/Pabpc1/Pabpc4/Pelo/Rbm38/Smg5/Smg6/Snd1/Syncrip/Thrap3/Ybx1/Ythdf3/Zar1/Zc3h18/Zc3h4/Zfp36l1/Zswim8,40
1928,b,b,GO:0018108,peptidyl-tyrosine phosphorylation,42/1312,322/28891,8.83967852779626e-10,1.88489145223471e-07,1.27441681123411e-07,Abl1/Agrn/Arrb2/Cbl/Cblb/Cd36/Clec4n/Ddr1/Dlg4/Dvl2/Dyrk3/Errfi1/Fes/Fgfr1/Fgfr3/Hdac2/Hk1/Ifnar1/Itga5/Jak1/Jak3/Mlst8/Mtor/Mvp/Nedd9/Nf2/Pdgfra/Plcg2/Ppp2r5b/Prkca/Psen1/Ptger4/Ptpn11/Ptpn6/Pxn/Sema4d/Sh3bp5l/Syk/Tgfa/Tspan9/Wee1/Zfp592,42
1931,b,b,GO:0006403,RNA localization,29/1312,173/28891,1.15685441138616e-09,2.21158650231891e-07,1.49530256223089e-07,Aaas/Bicd2/Casc3/Cpsf6/Dcp2/Gle1/Hnrnpu/Htt/Igf2bp2/Igf2bp3/Khdrbs1/Kif5c/Kpnb1/Mcm3ap/Ncbp1/Nup133/Nup155/Nup188/Nup214/Nxf1/Peg10/Ranbp2/Supt6/Tsc1/Xpot/Ybx1/Zc3h3/Zfp36l1/Zfp385a,29
1935,b,b,GO:0050657,nucleic acid transport,26/1312,145/28891,1.88686640456646e-09,3.07670216085778e-07,2.08022639834711e-07,Aaas/Bicd2/Casc3/Cpsf6/Gle1/Htt/Igf2bp2/Igf2bp3/Khdrbs1/Kif5c/Kpnb1/Mcm3ap/Ncbp1/Nup133/Nup155/Nup188/Nup214/Nxf1/Peg10/Ranbp2/Supt6/Tsc1/Xpot/Ybx1/Zc3h3/Zfp36l1,26
1937,b,b,GO:0042176,regulation of protein catabolic process,45/1312,369/28891,1.96097457442469e-09,3.10618372588871e-07,2.10015953669965e-07,Adam8/Adam9/Atp13a2/Azin1/Bag6/Cbfa2t3/Cblb/Ccar2/Cdc20/Csnk1d/Cul4b/Cyp51/Ddb1/Desi1/Eif2ak3/Faf1/Flna/Fzr1/Gga1/Gga3/Lpcat1/Lrp1/Map1a/Msn/Nfe2l1/Nsf/Pkd1/Plk3/Psen1/Rad23b/Rgma/Rhbdf1/Rnf40/Serpinb1b/Sgsm3/Smarcc1/Snx9/Sorl1/Tmem132a/Trib2/Ubqln1/Ubqln2/Ubqln4/Zdhhc2/Zyg11b,45
1939,b,b,GO:0030100,regulation of endocytosis,43/1312,344/28891,2.10054370987286e-09,3.1474092777122e-07,2.12803304434061e-07,Aak1/Abca7/Abr/Actn4/Ano6/Ap2a1/Arfgap1/Arrb2/Axl/Cbl/Cd2ap/Cd36/Dgkd/Dlg4/Dnm2/Hip1/Hip1r/Itsn1/Ldlrap1/Lgals3/Lrp1/Myo18a/Nsf/Numb/Pard3/Pip5k1c/Plcg2/Ppp3cc/Prkca/Ptpn5/Rab27a/Rab31/Rab5b/Rap1a/Rnf216/Scamp5/Scrib/Siglecf/Snx9/Ston1/Syk/Tsc2/Ubqln2,43
